"Country or Area","Year","Area","Sex","Age","Marital status","Record Type","Reliability","Source Year","Value","Value Footnotes"
"China","2010","Rural","Female","15 +","Married","Census - de jure - complete tabulation","Final figure, complete","2012","19223887","1,2"
"China","2010","Rural","Female","15 +","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","2473349","1,2"
"China","2010","Rural","Female","15 +","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","152354","1,2"
"China","2010","Rural","Female","20 - 24","Total","Census - de jure - complete tabulation","Final figure, complete","2012","2659904","1,2"
"China","2010","Rural","Female","20 - 24","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","1554584","1,2"
"China","2010","Rural","Female","20 - 24","Married","Census - de jure - complete tabulation","Final figure, complete","2012","1094794","1,2"
"China","2010","Rural","Female","20 - 24","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","1479","1,2"
"China","2010","Rural","Female","20 - 24","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","9047","1,2"
"China","2010","Rural","Female","25 - 29","Total","Census - de jure - complete tabulation","Final figure, complete","2012","2012365","1,2"
"China","2010","Rural","Female","25 - 29","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","336942","1,2"
"China","2010","Rural","Female","25 - 29","Married","Census - de jure - complete tabulation","Final figure, complete","2012","1650826","1,2"
"China","2010","Rural","Female","25 - 29","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","4277","1,2"
"China","2010","Rural","Female","25 - 29","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","20320","1,2"
"China","2010","Rural","Female","30 - 34","Total","Census - de jure - complete tabulation","Final figure, complete","2012","1896312","1,2"
"China","2010","Rural","Female","30 - 34","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","83821","1,2"
"China","2010","Rural","Female","30 - 34","Married","Census - de jure - complete tabulation","Final figure, complete","2012","1778518","1,2"
"China","2010","Rural","Female","30 - 34","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","9430","1,2"
"China","2010","Rural","Female","30 - 34","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","24543","1,2"
"China","2010","Rural","Female","35 - 39","Total","Census - de jure - complete tabulation","Final figure, complete","2012","2505998","1,2"
"China","2010","Rural","Female","35 - 39","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","33165","1,2"
"China","2010","Rural","Female","35 - 39","Married","Census - de jure - complete tabulation","Final figure, complete","2012","2424900","1,2"
"China","2010","Rural","Female","35 - 39","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","23224","1,2"
"China","2010","Rural","Female","35 - 39","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","24709","1,2"
"China","2010","Rural","Female","40 - 44","Total","Census - de jure - complete tabulation","Final figure, complete","2012","2956527","1,2"
"China","2010","Rural","Female","40 - 44","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","15007","1,2"
"China","2010","Rural","Female","40 - 44","Married","Census - de jure - complete tabulation","Final figure, complete","2012","2867705","1,2"
"China","2010","Rural","Female","40 - 44","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","52412","1,2"
"China","2010","Rural","Female","40 - 44","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","21403","1,2"
"China","2010","Rural","Female","45 - 49","Total","Census - de jure - complete tabulation","Final figure, complete","2012","2568114","1,2"
"China","2010","Rural","Female","45 - 49","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","7048","1,2"
"China","2010","Rural","Female","45 - 49","Married","Census - de jure - complete tabulation","Final figure, complete","2012","2464250","1,2"
"China","2010","Rural","Female","45 - 49","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","81900","1,2"
"China","2010","Rural","Female","45 - 49","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","14916","1,2"
"China","2010","Rural","Female","50 - 54","Total","Census - de jure - complete tabulation","Final figure, complete","2012","1934412","1,2"
"China","2010","Rural","Female","50 - 54","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","3526","1,2"
"China","2010","Rural","Female","50 - 54","Married","Census - de jure - complete tabulation","Final figure, complete","2012","1810118","1,2"
"China","2010","Rural","Female","50 - 54","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","112268","1,2"
"China","2010","Rural","Female","50 - 54","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","8500","1,2"
"China","2010","Rural","Female","55 - 59","Total","Census - de jure - complete tabulation","Final figure, complete","2012","2176515","1,2"
"China","2010","Rural","Female","55 - 59","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","3519","1,2"
"China","2010","Rural","Female","55 - 59","Married","Census - de jure - complete tabulation","Final figure, complete","2012","1958956","1,2"
"China","2010","Rural","Female","55 - 59","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","205548","1,2"
"China","2010","Rural","Female","55 - 59","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","8492","1,2"
"China","2010","Rural","Female","60 - 64","Total","Census - de jure - complete tabulation","Final figure, complete","2012","1613182","1,2"
"China","2010","Rural","Female","60 - 64","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","3230","1,2"
"China","2010","Rural","Female","60 - 64","Married","Census - de jure - complete tabulation","Final figure, complete","2012","1331570","1,2"
"China","2010","Rural","Female","60 - 64","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","272328","1,2"
"China","2010","Rural","Female","60 - 64","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","6054","1,2"
"China","2010","Rural","Female","65 +","Total","Census - de jure - complete tabulation","Final figure, complete","2012","3517321","1,2"
"China","2010","Rural","Female","65 +","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","16238","1,2"
"China","2010","Rural","Female","65 +","Married","Census - de jure - complete tabulation","Final figure, complete","2012","1776893","1,2"
"China","2010","Rural","Female","65 +","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","1710415","1,2"
"China","2010","Rural","Female","65 +","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","13775","1,2"
"China","2000","Total","Male","15 - 19","Total","Census - de jure - sample tabulation","Final figure, complete","2002","4849390",""
"China","2000","Total","Male","15 - 19","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","4835837",""
"China","2000","Total","Male","15 - 19","Married","Census - de jure - sample tabulation","Final figure, complete","2002","13273",""
"China","2000","Total","Male","15 - 19","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","43",""
"China","2000","Total","Male","15 - 19","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","25",""
"China","2000","Total","Male","15 - 19","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","212",""
"China","2000","Total","Male","15 +","Total","Census - de jure - sample tabulation","Final figure, complete","2002","45656484",""
"China","2000","Total","Male","15 +","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","10817786",""
"China","2000","Total","Male","15 +","Married","Census - de jure - sample tabulation","Final figure, complete","2002","31848919",""
"China","2000","Total","Male","15 +","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","910164",""
"China","2000","Total","Male","15 +","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","1568863",""
"China","2000","Total","Male","15 +","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","510752",""
"China","2000","Total","Male","20 - 24","Total","Census - de jure - sample tabulation","Final figure, complete","2002","4137717",""
"China","2000","Total","Male","20 - 24","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","3254192",""
"China","2000","Total","Male","20 - 24","Married","Census - de jure - sample tabulation","Final figure, complete","2002","870965",""
"China","2000","Total","Male","20 - 24","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","3885",""
"China","2000","Total","Male","20 - 24","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","1147",""
"China","2000","Total","Male","20 - 24","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","7528",""
"China","2000","Total","Male","25 - 29","Total","Census - de jure - sample tabulation","Final figure, complete","2002","5321530",""
"China","2000","Total","Male","25 - 29","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","1313403",""
"China","2000","Total","Male","25 - 29","Married","Census - de jure - sample tabulation","Final figure, complete","2002","3921248",""
"China","2000","Total","Male","25 - 29","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","32599",""
"China","2000","Total","Male","25 - 29","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","8411",""
"China","2000","Total","Male","25 - 29","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","45869",""
"China","2000","Total","Male","30 - 34","Total","Census - de jure - sample tabulation","Final figure, complete","2002","5970285",""
"China","2000","Total","Male","30 - 34","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","445078",""
"China","2000","Total","Male","30 - 34","Married","Census - de jure - sample tabulation","Final figure, complete","2002","5330794",""
"China","2000","Total","Male","30 - 34","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","82850",""
"China","2000","Total","Male","30 - 34","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","22247",""
"China","2000","Total","Male","30 - 34","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","89316",""
"China","2000","Total","Male","35 - 39","Total","Census - de jure - sample tabulation","Final figure, complete","2002","5263432",""
"China","2000","Total","Male","35 - 39","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","217099",""
"China","2000","Total","Male","35 - 39","Married","Census - de jure - sample tabulation","Final figure, complete","2002","4806583",""
"China","2000","Total","Male","35 - 39","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","111567",""
"China","2000","Total","Male","35 - 39","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","31960",""
"China","2000","Total","Male","35 - 39","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","96223",""
"China","2000","Total","Male","40 - 44","Total","Census - de jure - sample tabulation","Final figure, complete","2002","4044735",""
"China","2000","Total","Male","40 - 44","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","154492",""
"China","2000","Total","Male","40 - 44","Married","Census - de jure - sample tabulation","Final figure, complete","2002","3667332",""
"China","2000","Total","Male","40 - 44","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","105107",""
"China","2000","Total","Male","40 - 44","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","43609",""
"China","2000","Total","Male","40 - 44","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","74195",""
"China","2000","Total","Male","45 - 49","Total","Census - de jure - sample tabulation","Final figure, complete","2002","4272751",""
"China","2000","Total","Male","45 - 49","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","169252",""
"China","2000","Total","Male","45 - 49","Married","Census - de jure - sample tabulation","Final figure, complete","2002","3846166",""
"China","2000","Total","Male","45 - 49","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","114147",""
"China","2000","Total","Male","45 - 49","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","79259",""
"China","2000","Total","Male","45 - 49","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","63927",""
"China","2000","Total","Male","50 - 54","Total","Census - de jure - sample tabulation","Final figure, complete","2002","3200020",""
"China","2000","Total","Male","50 - 54","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","129513",""
"China","2000","Total","Male","50 - 54","Married","Census - de jure - sample tabulation","Final figure, complete","2002","2827910",""
"China","2000","Total","Male","50 - 54","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","94858",""
"China","2000","Total","Male","50 - 54","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","104283",""
"China","2000","Total","Male","50 - 54","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","43456",""
"China","2000","Total","Male","55 - 59","Total","Census - de jure - sample tabulation","Final figure, complete","2002","2359114",""
"China","2000","Total","Male","55 - 59","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","100353",""
"China","2000","Total","Male","55 - 59","Married","Census - de jure - sample tabulation","Final figure, complete","2002","2024316",""
"China","2000","Total","Male","55 - 59","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","77986",""
"China","2000","Total","Male","55 - 59","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","127093",""
"China","2000","Total","Male","55 - 59","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","29366",""
"China","2000","Total","Male","60 - 64","Total","Census - de jure - sample tabulation","Final figure, complete","2002","2126000",""
"China","2000","Total","Male","60 - 64","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","85587",""
"China","2000","Total","Male","60 - 64","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1740577",""
"China","2000","Total","Male","60 - 64","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","84863",""
"China","2000","Total","Male","60 - 64","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","190992",""
"China","2000","Total","Male","60 - 64","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","23981",""
"China","2000","Total","Male","65 +","Total","Census - de jure - sample tabulation","Final figure, complete","2002","4111510",""
"China","2000","Total","Male","65 +","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","112980",""
"China","2000","Total","Male","65 +","Married","Census - de jure - sample tabulation","Final figure, complete","2002","2799755",""
"China","2000","Total","Male","65 +","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","202259",""
"China","2000","Total","Male","65 +","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","959837",""
"China","2000","Total","Male","65 +","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","36679",""
"China","2000","Total","Female","15 - 19","Total","Census - de jure - sample tabulation","Final figure, complete","2002","4536713",""
"China","2000","Total","Female","15 - 19","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","4480129",""
"China","2000","Total","Female","15 - 19","Married","Census - de jure - sample tabulation","Final figure, complete","2002","55070",""
"China","2000","Total","Female","15 - 19","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","382",""
"China","2000","Total","Female","15 - 19","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","89",""
"China","2000","Total","Female","15 - 19","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","1043",""
"China","2000","Total","Female","15 +","Total","Census - de jure - sample tabulation","Final figure, complete","2002","44622068",""
"China","2000","Total","Female","15 +","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","7460124",""
"China","2000","Total","Female","15 +","Married","Census - de jure - sample tabulation","Final figure, complete","2002","32349267",""
"China","2000","Total","Female","15 +","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","1038025",""
"China","2000","Total","Female","15 +","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","3470205",""
"China","2000","Total","Female","15 +","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","304447",""
"China","2000","Total","Female","20 - 24","Total","Census - de jure - sample tabulation","Final figure, complete","2002","4135677",""
"China","2000","Total","Female","20 - 24","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","2376192",""
"China","2000","Total","Female","20 - 24","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1736209",""
"China","2000","Total","Female","20 - 24","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","11006",""
"China","2000","Total","Female","20 - 24","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","2137",""
"China","2000","Total","Female","20 - 24","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","10133",""
"China","2000","Total","Female","25 - 29","Total","Census - de jure - sample tabulation","Final figure, complete","2002","5269936",""
"China","2000","Total","Female","25 - 29","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","456779",""
"China","2000","Total","Female","25 - 29","Married","Census - de jure - sample tabulation","Final figure, complete","2002","4708927",""
"China","2000","Total","Female","25 - 29","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","57989",""
"China","2000","Total","Female","25 - 29","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","10477",""
"China","2000","Total","Female","25 - 29","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","35764",""
"China","2000","Total","Female","30 - 34","Total","Census - de jure - sample tabulation","Final figure, complete","2002","5856069",""
"China","2000","Total","Female","30 - 34","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","78970",""
"China","2000","Total","Female","30 - 34","Married","Census - de jure - sample tabulation","Final figure, complete","2002","5567645",""
"China","2000","Total","Female","30 - 34","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","125289",""
"China","2000","Total","Female","30 - 34","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","26312",""
"China","2000","Total","Female","30 - 34","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","57853",""
"China","2000","Total","Female","35 - 39","Total","Census - de jure - sample tabulation","Final figure, complete","2002","5123779",""
"China","2000","Total","Female","35 - 39","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","25933",""
"China","2000","Total","Female","35 - 39","Married","Census - de jure - sample tabulation","Final figure, complete","2002","4840343",""
"China","2000","Total","Female","35 - 39","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","148914",""
"China","2000","Total","Female","35 - 39","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","44572",""
"China","2000","Total","Female","35 - 39","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","64017",""
"China","2000","Total","Female","40 - 44","Total","Census - de jure - sample tabulation","Final figure, complete","2002","3824669",""
"China","2000","Total","Female","40 - 44","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","11026",""
"China","2000","Total","Female","40 - 44","Married","Census - de jure - sample tabulation","Final figure, complete","2002","3573502",""
"China","2000","Total","Female","40 - 44","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","127812",""
"China","2000","Total","Female","40 - 44","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","65973",""
"China","2000","Total","Female","40 - 44","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","46356",""
"China","2000","Total","Female","45 - 49","Total","Census - de jure - sample tabulation","Final figure, complete","2002","4106239",""
"China","2000","Total","Female","45 - 49","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","8445",""
"China","2000","Total","Female","45 - 49","Married","Census - de jure - sample tabulation","Final figure, complete","2002","3787859",""
"China","2000","Total","Female","45 - 49","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","143541",""
"China","2000","Total","Female","45 - 49","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","130467",""
"China","2000","Total","Female","45 - 49","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","35927",""
"China","2000","Total","Female","50 - 54","Total","Census - de jure - sample tabulation","Final figure, complete","2002","3007916",""
"China","2000","Total","Female","50 - 54","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","5661",""
"China","2000","Total","Female","50 - 54","Married","Census - de jure - sample tabulation","Final figure, complete","2002","2674639",""
"China","2000","Total","Female","50 - 54","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","114909",""
"China","2000","Total","Female","50 - 54","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","193379",""
"China","2000","Total","Female","50 - 54","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","19328",""
"China","2000","Total","Female","55 - 59","Total","Census - de jure - sample tabulation","Final figure, complete","2002","2200370",""
"China","2000","Total","Female","55 - 59","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","3386",""
"China","2000","Total","Female","55 - 59","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1838983",""
"China","2000","Total","Female","55 - 59","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","85333",""
"China","2000","Total","Female","55 - 59","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","262146",""
"China","2000","Total","Female","55 - 59","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","10522",""
"China","2000","Total","Female","60 - 64","Total","Census - de jure - sample tabulation","Final figure, complete","2002","1968725",""
"China","2000","Total","Female","60 - 64","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","2954",""
"China","2000","Total","Female","60 - 64","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1464536",""
"China","2000","Total","Female","60 - 64","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","78125",""
"China","2000","Total","Female","60 - 64","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","415586",""
"China","2000","Total","Female","60 - 64","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","7524",""
"China","2000","Total","Female","65 +","Total","Census - de jure - sample tabulation","Final figure, complete","2002","4591975",""
"China","2000","Total","Female","65 +","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","10649",""
"China","2000","Total","Female","65 +","Married","Census - de jure - sample tabulation","Final figure, complete","2002","2101554",""
"China","2000","Total","Female","65 +","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","144725",""
"China","2000","Total","Female","65 +","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","2319067",""
"China","2000","Total","Female","65 +","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","15980",""
"China","2000","Urban","Male","15 - 19","Total","Census - de jure - sample tabulation","Final figure, complete","2002","1898805",""
"China","2000","Urban","Male","15 - 19","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","1896849",""
"China","2000","Urban","Male","15 - 19","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1941",""
"China","2000","Urban","Male","15 - 19","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","3",""
"China","2000","Urban","Male","15 - 19","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","12",""
"China","2000","Urban","Male","15 +","Total","Census - de jure - sample tabulation","Final figure, complete","2002","17498197",""
"China","2000","Urban","Male","15 +","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","4364893",""
"China","2000","Urban","Male","15 +","Married","Census - de jure - sample tabulation","Final figure, complete","2002","12164973",""
"China","2000","Urban","Male","15 +","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","397781",""
"China","2000","Urban","Male","15 +","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","354408",""
"China","2000","Urban","Male","15 +","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","216142",""
"China","2000","Urban","Male","20 - 24","Total","Census - de jure - sample tabulation","Final figure, complete","2002","1749330",""
"China","2000","Urban","Male","20 - 24","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","1492978",""
"China","2000","Urban","Male","20 - 24","Married","Census - de jure - sample tabulation","Final figure, complete","2002","254274",""
"China","2000","Urban","Male","20 - 24","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","561",""
"China","2000","Urban","Male","20 - 24","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","138",""
"China","2000","Urban","Male","20 - 24","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","1379",""
"China","2000","Urban","Male","25 - 29","Total","Census - de jure - sample tabulation","Final figure, complete","2002","2164653",""
"China","2000","Urban","Male","25 - 29","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","622680",""
"China","2000","Urban","Male","25 - 29","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1516900",""
"China","2000","Urban","Male","25 - 29","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","8880",""
"China","2000","Urban","Male","25 - 29","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","1255",""
"China","2000","Urban","Male","25 - 29","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","14938",""
"China","2000","Urban","Male","30 - 34","Total","Census - de jure - sample tabulation","Final figure, complete","2002","2316453",""
"China","2000","Urban","Male","30 - 34","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","159249",""
"China","2000","Urban","Male","30 - 34","Married","Census - de jure - sample tabulation","Final figure, complete","2002","2083887",""
"China","2000","Urban","Male","30 - 34","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","31823",""
"China","2000","Urban","Male","30 - 34","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","3413",""
"China","2000","Urban","Male","30 - 34","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","38081",""
"China","2000","Urban","Male","35 - 39","Total","Census - de jure - sample tabulation","Final figure, complete","2002","2155547",""
"China","2000","Urban","Male","35 - 39","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","62063",""
"China","2000","Urban","Male","35 - 39","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1982103",""
"China","2000","Urban","Male","35 - 39","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","55443",""
"China","2000","Urban","Male","35 - 39","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","5451",""
"China","2000","Urban","Male","35 - 39","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","50487",""
"China","2000","Urban","Male","40 - 44","Total","Census - de jure - sample tabulation","Final figure, complete","2002","1657109",""
"China","2000","Urban","Male","40 - 44","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","33510",""
"China","2000","Urban","Male","40 - 44","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1520737",""
"China","2000","Urban","Male","40 - 44","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","55451",""
"China","2000","Urban","Male","40 - 44","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","8148",""
"China","2000","Urban","Male","40 - 44","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","39263",""
"China","2000","Urban","Male","45 - 49","Total","Census - de jure - sample tabulation","Final figure, complete","2002","1560815",""
"China","2000","Urban","Male","45 - 49","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","28157",""
"China","2000","Urban","Male","45 - 49","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1437804",""
"China","2000","Urban","Male","45 - 49","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","53033",""
"China","2000","Urban","Male","45 - 49","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","14251",""
"China","2000","Urban","Male","45 - 49","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","27570",""
"China","2000","Urban","Male","50 - 54","Total","Census - de jure - sample tabulation","Final figure, complete","2002","1102074",""
"China","2000","Urban","Male","50 - 54","Single (never married)","Census - de jure - sample tabulation","Final figure, complete","2002","20141",""
"China","2000","Urban","Male","50 - 54","Married","Census - de jure - sample tabulation","Final figure, complete","2002","1005893",""
"China","2000","Urban","Male","50 - 54","In consensual union","Census - de jure - sample tabulation","Final figure, complete","2002","40605",""
"China","2000","Urban","Male","50 - 54","Widowed and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","19487",""
"China","2000","Urban","Male","50 - 54","Divorced and not remarried","Census - de jure - sample tabulation","Final figure, complete","2002","15948",""
